control_id,frontend_name,frontend_category,api_json_path,db_table,db_column_or_json_path,db_key_or_join,link_status,value_policy,null_policy,note
svg-reagent-s41-barcode-roi-height,试剂_S41_ROI Height,界面控件,$.control_values.svg-reagent-s41-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s41-well-engineering-card,试剂_S41_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s41-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s41-liquid-class,试剂_S41_液体类型,界面控件,$.control_values.svg-reagent-s41-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s41-z-travel,试剂_S41_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s41-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s41-z-start,试剂_S41_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s41-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s41-z-end,试剂_S41_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s41-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s41-z-dispens,试剂_S41_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s41-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s41-pipette-card,试剂_S41_通道移液面板,界面控件,$.control_values.svg-reagent-s41-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s41-pipette-well,试剂_S41_移液孔位,界面控件,$.control_values.svg-reagent-s41-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s41-pipette-volume,试剂_S41_移液液量,界面控件,$.control_values.svg-reagent-s41-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s41-pipette-needle,试剂_S41_控制针,界面控件,$.control_values.svg-reagent-s41-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s51-barcode-roi-card,试剂_S51_条码ROI面板,界面控件,$.control_values.svg-reagent-s51-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s51-barcode-roi-left,试剂_S51_ROI Left,界面控件,$.control_values.svg-reagent-s51-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s51-barcode-roi-top,试剂_S51_ROI Top,界面控件,$.control_values.svg-reagent-s51-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s51-barcode-roi-width,试剂_S51_ROI Width,界面控件,$.control_values.svg-reagent-s51-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s51-barcode-roi-height,试剂_S51_ROI Height,界面控件,$.control_values.svg-reagent-s51-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s51-well-engineering-card,试剂_S51_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s51-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s51-liquid-class,试剂_S51_液体类型,界面控件,$.control_values.svg-reagent-s51-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s51-z-travel,试剂_S51_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s51-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s51-z-start,试剂_S51_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s51-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s51-z-end,试剂_S51_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s51-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s51-z-dispens,试剂_S51_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s51-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s51-pipette-card,试剂_S51_通道移液面板,界面控件,$.control_values.svg-reagent-s51-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s51-pipette-well,试剂_S51_移液孔位,界面控件,$.control_values.svg-reagent-s51-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s51-pipette-volume,试剂_S51_移液液量,界面控件,$.control_values.svg-reagent-s51-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s51-pipette-needle,试剂_S51_控制针,界面控件,$.control_values.svg-reagent-s51-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s12-barcode-roi-card,试剂_S12_条码ROI面板,界面控件,$.control_values.svg-reagent-s12-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s12-barcode-roi-left,试剂_S12_ROI Left,界面控件,$.control_values.svg-reagent-s12-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s12-barcode-roi-top,试剂_S12_ROI Top,界面控件,$.control_values.svg-reagent-s12-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s12-barcode-roi-width,试剂_S12_ROI Width,界面控件,$.control_values.svg-reagent-s12-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s12-barcode-roi-height,试剂_S12_ROI Height,界面控件,$.control_values.svg-reagent-s12-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s12-well-engineering-card,试剂_S12_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s12-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s12-liquid-class,试剂_S12_液体类型,界面控件,$.control_values.svg-reagent-s12-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s12-z-travel,试剂_S12_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s12-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s12-z-start,试剂_S12_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s12-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s12-z-end,试剂_S12_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s12-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s12-z-dispens,试剂_S12_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s12-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s12-pipette-card,试剂_S12_通道移液面板,界面控件,$.control_values.svg-reagent-s12-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s12-pipette-well,试剂_S12_移液孔位,界面控件,$.control_values.svg-reagent-s12-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s12-pipette-volume,试剂_S12_移液液量,界面控件,$.control_values.svg-reagent-s12-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s12-pipette-needle,试剂_S12_控制针,界面控件,$.control_values.svg-reagent-s12-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s22-barcode-roi-card,试剂_S22_条码ROI面板,界面控件,$.control_values.svg-reagent-s22-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s22-barcode-roi-left,试剂_S22_ROI Left,界面控件,$.control_values.svg-reagent-s22-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s22-barcode-roi-top,试剂_S22_ROI Top,界面控件,$.control_values.svg-reagent-s22-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s22-barcode-roi-width,试剂_S22_ROI Width,界面控件,$.control_values.svg-reagent-s22-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s22-barcode-roi-height,试剂_S22_ROI Height,界面控件,$.control_values.svg-reagent-s22-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s22-well-engineering-card,试剂_S22_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s22-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s22-liquid-class,试剂_S22_液体类型,界面控件,$.control_values.svg-reagent-s22-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s22-z-travel,试剂_S22_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s22-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s22-z-start,试剂_S22_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s22-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s22-z-end,试剂_S22_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s22-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s22-z-dispens,试剂_S22_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s22-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s22-pipette-card,试剂_S22_通道移液面板,界面控件,$.control_values.svg-reagent-s22-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s22-pipette-well,试剂_S22_移液孔位,界面控件,$.control_values.svg-reagent-s22-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s22-pipette-volume,试剂_S22_移液液量,界面控件,$.control_values.svg-reagent-s22-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s22-pipette-needle,试剂_S22_控制针,界面控件,$.control_values.svg-reagent-s22-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s32-barcode-roi-card,试剂_S32_条码ROI面板,界面控件,$.control_values.svg-reagent-s32-barcode-roi-card,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s32-barcode-roi-left,试剂_S32_ROI Left,界面控件,$.control_values.svg-reagent-s32-barcode-roi-left,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s32-barcode-roi-top,试剂_S32_ROI Top,界面控件,$.control_values.svg-reagent-s32-barcode-roi-top,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s32-barcode-roi-width,试剂_S32_ROI Width,界面控件,$.control_values.svg-reagent-s32-barcode-roi-width,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s32-barcode-roi-height,试剂_S32_ROI Height,界面控件,$.control_values.svg-reagent-s32-barcode-roi-height,reagent_scan_items / reagent_scan_sessions / sample_scan_sessions / device_initialization_checks,"raw_barcode,scan_result,status,result_json",scanner/session/item,partial,scan status/barcode where available; ROI/COM/firmware config -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,扫码结果和会话可关联；ROI、COM、固件读取配置没有专表。
svg-reagent-s32-well-engineering-card,试剂_S32_孔位Z参数面板,界面控件,$.control_values.svg-reagent-s32-well-engineering-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s32-liquid-class,试剂_S32_液体类型,界面控件,$.control_values.svg-reagent-s32-liquid-class,liquid_class_versions / liquid_class_profiles / needle_states.liquid_class_parameters_json,parameters_json / liquid_class_parameters_json,active version or needle state JSON,partial,JSON parameter path where present; missing key -> null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,液体类型参数在 JSON 中可映射一部分；截图中的部分字段未出现在示例 JSON。
svg-reagent-s32-z-travel,试剂_S32_Z-Travel安全移动高度,界面控件,$.control_values.svg-reagent-s32-z-travel,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s32-z-start,试剂_S32_Z-Start探液高度,界面控件,$.control_values.svg-reagent-s32-z-start,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s32-z-end,试剂_S32_Z-End针尖最大下降深度,界面控件,$.control_values.svg-reagent-s32-z-end,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s32-z-dispens,试剂_S32_Z-Dispens吸液/排液高度,界面控件,$.control_values.svg-reagent-s32-z-dispens,coordinate_points,"safe_z_um,liquid_detect_z_um,dispense_z_um,calibrated_x_um,calibrated_y_um,preset_x_um,preset_y_um",object point_code,partial,um -> mm where value exists; null for uncalibrated points,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,坐标点表可关联；样例库多数字段为 null，API 保持 null。
svg-reagent-s32-pipette-card,试剂_S32_通道移液面板,界面控件,$.control_values.svg-reagent-s32-pipette-card,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s32-pipette-well,试剂_S32_移液孔位,界面控件,$.control_values.svg-reagent-s32-pipette-well,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s32-pipette-volume,试剂_S32_移液液量,界面控件,$.control_values.svg-reagent-s32-pipette-volume,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
svg-reagent-s32-pipette-needle,试剂_S32_控制针,界面控件,$.control_values.svg-reagent-s32-pipette-needle,,,,unlinked,null,数据库表/行/字段/JSON key 不存在时返回 null，不再使用随机数或前端推算默认值。,界面态/按钮/容器控件无数据库数值，API 返回 null。
